,Resenha,Rating,Resenha Modificada
470,"Muito bom!
Para quem gosta de um livro que te chama para ler e te deixa com vontade de ler a cada momento, esse é o livro!",5,bom gost livr cham ler deix vontad ler cad moment livr
471,"Tolkien; a personificação da palavra genialidade.
A primeira estória do supremo gênio da fantasia, faz parte de uma trilogia escrita a mais de meio século e que ainda é a maior influenciadora do gênero dos dias atuais. Uma trama épica, um mundo único e um conjunto de obras que beira a perfeição. Quando falo dos livros de John, não tenho controle sobre minha afeição, sou fascinada por tudo em relação ao seu universo, e acho que fica meio óbvio que Tolkien é meu autor favorito.

O lado cômico de tudo é que eu não gostava nem um pouco de ""O senhor dos anéis"" sim, pasmem! Eu não conhecia os livros apenas os filmes, que por sua vez eu nunca me permiti assisti-los inteiros, tinha um pré conceito formulado. Nessa época eu era tão apaixonada por Harry Potter que não me permitia ler outra série, mas depois de um tempo eu me rendi ao ""King J"" da literatura, então li e reli incontáveis vezes seus livros.

Em ""A Sociedade do Anel"" adentramos ao paraíso de John Ronald e nos deparamos com um mundo mítico, criado totalmente por ele. Uma narrativa super detalhista, uma linguagem mais rebuscada e complexa mas se acompanhada com afinco faz qualquer um perder o fôlego constantemente. Nesse livro também começamos a conhecer os personagens, a formação da ""Irmandade"" do Anel e o início de sua aventura.

O livro tem muitas batalhas incríveis, perfeitamente descritas e ricas em detalhes. Tolkien termina a obra nos deixando despedaçados. Frodo rompendo com a Sociedade e nosso amado Gandalf ao que tudo indica partindo, com isso ele abre uma gama muito grande de possibilidades e nos prepara para um segundo livro eletrizante. O que não poderia ser diferente se tratando de J.R.R, pois ele supera toda e quaisquer expectativa.

Enfim, sem delongas e caso você ainda não tenha lido a trilogia eu diria para você parar tudo que está fazendo e começar ler agora, já! Jonh Roland Reuel Tolkien é cultuado como o maior escritor da cultura Geek e depois de ter conhecido suas obras, afirmo que esse título é mais do que merecido.

------------------------------------------

Sobre os filmes preciso fazer um adendo; são incríveis. A saga tem 11 Oscars em seu arsenal, um conjunto de atores fantásticos, riqueza em cenários e uma estória bem construída, ou seja, vale tanto à pena quanto.",5,tolkien personific palavr genial prim estóri supr gêni fantas faz part trilog escrit mei sécul aind mai influenci gêner dia atual tram épic mund únic conjunt obr beir perfe fal livr john control sobr afe fascin tud relaç univers ach fic mei óbvi tolkien autor favorit lad cômic tud gost pouc senh anel sim pasm conhec livr apen film vez nunc permit int pré conceit formul ness époc tão apaixon harry pott permit ler outr séri temp rend king j literat ent li rel incont vez livr sociedad anel adentr paraís john ronald depar mund mític cri total narr sup detalh lingu rebusc complex acompanh afinc faz qualqu perd fôleg const ness livr começ conhec person form irmandad anel iníci avent livr muit batalh incr perfeit descrit ric detalh tolkien termin obr deix despedaç frod romp sociedad am gandalf tud indic part abr gam grand possibil prepar segund livr eletriz pod difer trat poi sup tod quaisqu expect enfim delong cas aind lid trilog dir par tud faz começ ler agor jonh roland reuel tolkien cultu mai escri cult geek ter conhec obr afirm títul merec sobr film precis faz adend incr sag osc arsen conjunt at fant riqu cen estóri bem constru val tant pen quant
472,"O Melhor
A melhor caminhada que você terá em sua vida, o livro todo é uma caminhada. Porém no final você vai desejar retornar ao começo e reiniciar tudo!!",0,melhor melhor caminh vid livr tod caminh porém final vai desej retorn começ reinici tud
473,"Melhor fantasia de todas
Um Anel para a todos governar, Um Anel para encontrá-los, Um Anel para a todos trazer e na escuridão aprisioná-los Que livro incrível, sensacional, maravilhoso, me faltam adjetivos ...mas, também não precisa, nao para Tolkien e a estoria na Terra Média.

Acho que aqui temos uma saga que fala muito mais sobre a luta do bem e do mal, da lealdade entre amigos. A mensagem é maior do que simplesmente a união de seres tão diferentes, e por vezes inimigos, se juntarem para combater um poder que quer dominar a Terra média e destruir o que é bom. Temos um livro que não falta esperança em momentos mais sombrios, porque o fato é que nao importa o caminho que a sociedade vai fazer, eles sempre vão escolher o pior caminho.

As tiradas de de Tolkien são otimas.

""Não peça conselhos aos elfos, pois eles dirao ao mesmo tempo nao e sim"" (Frodo)

""? elfos raramente dão conselhos imprudentes pois o conselho é uma dádiva perigosa mesmo para os sábios, e tudo pode dar errado ?"" (Gildor)

O livro fala até sobre a  abstinencia do cigarro, citado por Pippin  em um dos momentos que faz uma de suas bobagens.

E o que são as despedidas em cada lugar que a caravana para. Eles se despedem muitas, mas muitas vezes até finalmente seguir viagem.

O filme é sensacional, ta ai uma filme que faz juz ao livro, mas mesmo assim faltou coisas importantes.

A principal diferença acho que é o tempo , (justificavel), enquanto no filme tudo acontece de um dia para o outro, no livro demora anos.

Quem é Tom Bombadil?? eu simplismente nao sei, que personagem incrível.

A entrada da sociedade em Lothlórien, é muito mais legal e divertida do que temos no filme.

E por fim, temos no livro (e no filme)  uma mina de ouro de ""mensagem de msn"" (...rs).

""Tudo o que temos de decidir é o que fazer com o tempo que nos é dado."" - Gandalf",5,melhor fantas tod anel tod govern anel anel tod traz escur livr incr sensac maravilh falt adje precis nao tolkien estor terr méd ach aqu sag fal sobr lut bem mal lealdad amig mens mai simples uni ser tão difer vez inimig junt combat pod qu domin terr méd destru bom livr falt esperanç moment sombri porqu fat nao import caminh sociedad vai faz sempr vão escolh pi caminh tir tolkien otim peç conselh elf poi dira temp nao sim frod elf rar dão conselh imprud poi conselh dádiv perig sábi tud pod dar err gild livr fal sobr abstinenc cigarr cit pippin moment faz bob desped cad lug caravan desped muit muit vez final segu viag film sensac ta ai film faz juz livr assim falt cois import princip diferenç ach temp justifica enquant film tud acontec dia outr livr dem ano tom bombadil simplis nao sei person incr entr sociedad lothlórien legal divert film fim livr film min our mens msn rs tud decid faz temp dad gandalf
474,"Desafio literário de abril/2017
Normalmente eu não costumo ler um livro, após ter visto o filme. Mas este foi exceção, e bateu uma nostalgia vendo alguns vídeos de booktubers, que estão fazendo maratona com a série. Lembro na época que adorei os filmes( e que vejo até hoje). Até então nunca tinha ouvido em Tolkien. Não peguei o livro antes, pois achei que teria muita dificuldade na leitura, pois vários leitores relataram a narrativa descritiva do autor, ledo engano a leitura fluiu melhor que eu imaginei, logo depois que eu terminei o livro, fui rever o filme. Impressionante a história criada pelo autor, com certeza continuarei lendo a série.",0,desafi liter norm costum ler livr após ter vist film exceç bat nostalg vend algum víde booktub faz maraton séri lembr époc ador film vej hoj ent nunc ouv tolkien peg livr ant poi ach muit dificuldad leit poi vári leit relat narr descri autor led engan leit flu melhor imagin log termin livr rev film impression histór cri autor cert continu lend séri
475,"O Senhor dos Anéis- Vol.1
O primeiro volume de uma rica história de fantasia. Através desssa leitura vamos nos aventurar em um novo mundo na companhia de um hobbit, que é uma das criaturas mais fofas e comilinos que já li. E uma comitiva composta por todos os tipos de criaturas, magos, anões,elfos...
Tolkien não cria apenas uma história, vamos conhecer as línguas, costumes. E um completo relato de como é esse mundo criado e seu rico e variado povo. A discrição dessas terra média em certos momentos fica um tanto cansativo, mas logo o autor recapta sua atenção e te prende novamente para uma deliciosa narrativa.
Esse primeiro livro é ao todo um grande ""corre-corre"". Mas isso não é um ponto fraco pelo contrário, proporciona cenários diferentes a todo momento.
Nessa primeira parte vamos ser apresentados a Frodo, um hobbit, que será portador de uma grande responsabilidade e por conta disso viverá grandes aventurase conherecerá criaturas e ""pessoas"" incríveis.
É uma leitura para ser saboreada, como se seu tio-avô te chamesse a ouvir uma história longa e de narrativa cativante, o que a torna maravilhosa.",4,senh prim volum ric histór fantas através desss leit vam aventur nov mund companh hobbit criat fof comilin li comi compost tod tip criat mag anõ elf tolkien cri apen histór vam conhec língu costum complet relat mund cri ric vari pov discr dess terr méd cert moment fic tant cans log autor recapt atenç prend nov delici narr prim livr tod grand pont frac contr proporc cen difer tod moment ness prim part vam apresent frod hobbit port grand respons cont diss viv grand aventuras conherec criat pesso incr leit sabore cham ouv histór long narr cativ torn maravilh
476,"Soberbo, singelo e retumbante: O terço inicial do suprassumo da fantasia
Há pessoas que nascem com dons. Cantar, ensinar, ajudar... Mas o dom de escrever é talvez o mais importante, já que ele pode ecoar pela eternidade, sendo marcante para sempre. John Ronald Reuel Tolkien, o britânico que criou e emocionou o mundo com as histórias da sua Terra-Média é um sinônimo dessa característica inerente a indivíduos com uma capacidade única e especial.
O Senhor dos Anéis corresponde a um dos maiores artefatos literários produzidos pelo homem no século XX. Sua influência é enorme, seja na própria literatura ou entretenimento em geral. Os filmes da série Star Wars, as histórias de Harry Potter e As Crônicas de Gelo e Fogo são alguns ""temas"" que, comprovadamente, beberam de muitas coisas presentes na obra-prima de Tolkien. A construção de um mundo novo, complexo e ao mesmo tempo real, é o que une essas obras, permeadas pela fantasia e a luta do bem contra o mal (talvez com exceção dos livros de George Martin, mas isso é outra discussão). Assim como ""The Godfather"" é para o cinema, O Senhor dos Anéis é para a literatura: um marco, que redefine o escopo em que está inserido.
A saga não é uma trilogia, como os livros e consequentemente as adaptações cinematográficas sugerem. Tolkien concluiu toda a história no início da década de 50 (atravessou a Segunda Guerra Mundial e levou 12 anos para escrevê-la) e os seus editores sugeriram que o material fosse publicado em partes, já que o mundo ainda estava em fase inicial de recuperação no pós-Guerra. A princípio, o autor desprezou essa ideia, pois isso poderia acarretar em uma ""forçação de barra"" comercial que ele julgava desnecessária e porque poderia diminuir o alcance da história integral. Mesmo assim, a saga foi dividida em três partes e lançada entre 1954 e 1955. Esta preocupação em fornecer o texto completo de sua obra de uma vez só em detrimento de ganhos monetários é capaz de definir muito do caráter de Tolkien, uma das grandes figuras do seu tempo, não só na literatura.
Os leitores da época já haviam sido introduzidos ao mundo místico da Terra-Média com O Hobbit, lançado em 1937. Um dos propósitos da saga do Anel era o de ser um livro para os adultos que, quando crianças, haviam lido a história de Bilbo, Gandalf e os anões na retomada da Montanha Solitária. Assim, O Senhor dos Anéis é infinitamente mais complexo, descritivo e por vezes cansativo, já que os riscos e perigos relatados em O Hobbit são ""brincadeira de criança"" perto de tudo o que ocorre em suas páginas. A relação entre os dois é muito forte, mas não indispensável ao entendimento de um ou de outro. Mas diante do grau de complexidade e até mesmo em aspectos cronológicos de tudo o que é relatado nas obras, é fundamental que O Hobbit seja lido primeiro, pois isso fornece uma compreensão bastante clara dos acontecimentos d'O Senhor dos Anéis. Além disso, a história de Bilbo é curta e lúdica, não tomando muito tempo para ser ""devorada"".
A Sociedade do Anel, a primeira parte dessa ""trilogia editorialmente forçada"" começa cerca de 60 anos (o que não é grande coisa no mundo dos Hobbit's) após a partida de Bilbo Bolseiro para a Montanha Solitária. Como O Hobbit narra, Bilbo encontra nessa aventura um anel mágico, que o ajuda muitas vezes desde então. Ao retornar da viagem, ele se torna recluso e estranho, mas nutre um forte carinho por Frodo, seu parente e que se torna o protagonista de toda a saga do Anel. Ao fim dos dois primeiros capítulos (principalmente do segundo) d'A Sociedade do Anel, tudo é esmiuçado e o leitor já sabe o que aguarda os hobbit's, envolvendo-se a partir de então em uma jornada longa, dura e sombria. O livro começa com a mesma ""pegada narrativa"" juvenil do seu antecessor, mas aos poucos vai ganhando ares sombrios, dramáticos e até tristes em alguns momentos, sendo essa intensificação da narrativa um dos grandes destaques desta primeira obra da saga.
Gandalf, o amado mago, assume o mesmo papel importante que teve em O Hobbit: o de um líder, que guia, conduz e, acima de tudo, ensina. Apesar de seus frequentes sumiços (muitas vezes inesperados), ele toma para si certo protagonismo, pois sua calma, sabedoria e poder emocionam e cativam qualquer leitor. O velho ""Mago Cinzento"" é o maior coadjuvante da história da literatura moderna por aliar todas essas qualidades a um bom humor inconfundível, que aparece nos momentos certos e a um senso paternal, que surge nos momentos mais tensos. Outros personagens dividem com ele essa importância, especialmente Aragorn, filho de Arathorn (quem leu o lerá A Sociedade do Anel sempre irá mencionar a sua paternidade em locais apropriados), um homem sábio, forte e muito corajoso.
A complexidade da Terra-Média, com suas raças, lugares e até lendas, associada a uma descrição extremamente detalhista de Tolkien, fazem com que a leitura se torne cansativa em alguns momentos, especialmente aos não-fãs de fantasia ou que não estão habituados a tamanha minúcia. A descrição dos locais onde a história vai se desenrolando atinge até mesmo as rochas, as raízes das árvores, as folhas, as plantas, o solo... Tudo parece ter uma origem ou uma lenda, que por vezes é relatada em dezenas de canções e poemas, que permanecem com rimas e musicalidade mesmo em português (graças ao louvável trabalho dos tradutores Lenita M. Rímoli Esteves e Almiro Pisetta da editora Martins Fontes). Mas uma leitura cansativa não é enfadonha: a excessiva descrição faz com que, acima de tudo, o leitor tenha uma mínima noção do tamanho da criatividade e originalidade do autor, aumentando ainda mais o seu encanto.
Hobbit's, elfos, homens, anões, magos, orc's e troll's: tudo se mistura, mas nada se confunde. A habilidade de Tolkien é singular, é contemplativa, é única. Mesmo que não tenha sido concebido para isso, A Sociedade do Anel tem um desfecho marcante, que gera imensa expectativa para a parte seguinte, As Duas Torres. Afinal de contas, a missão proposta no início está longe de acabar e Tolkien ainda tem muito a surpreender e emocionar.",5,soberb singel retumb terç inic suprassum fantas pesso nasc dom cant ensin ajud dom escrev talv import pod eco etern send marc sempr john ronald reuel tolkien britân cri emocion mund histór sinôn dess caracterís iner indivídu capac únic espec senh anel correspond mai artefat liter produz hom sécul xx influ enorm própr literat entreten geral film séri st war histór harry pott crôn gel fog algum tem comprovad beb muit cois pres tolkien construç mund nov complex temp real une obr perme fantas lut bem contr mal talv exceç livr georg martin outr discuss assim the godfath cinem senh anel literat marc redefin escop inser sag trilog livr consequ adapt cinematográf sug tolkien conclu tod histór iníci déc atravess segund guerr mund lev ano edit suger mater public part mund aind fas inic recuper princípi autor desprez ide poi pod acarret forç barr comerc julg desnecessár porqu pod diminu alcanc histór integr assim sag divid trê part lanç preocup fornec text complet obr vez detr ganh monet capaz defin carát tolkien grand figur temp literat leit époc hav sid introduz mund mís hobbit lanç propósit sag anel livr adult crianç hav lid histór bilb gandalf anõ retom montanh solitár assim senh anel infinit complex descri vez cans risc perig relat hobbit brinc crianç pert tud ocorr págin relaç doi fort indispens entend outr di grau complex aspect cronológ tud relat obr fundament hobbit lid prim poi fornec compreens bast cl acontec d senh anel além diss histór bilb curt lúdic tom temp devor sociedad anel prim part dess trilog editor forç começ cerc ano grand cois mund hobbit após part bilb bols montanh solitár hobbit narr bilb encontr ness avent anel mágic ajud muit vez desd ent retorn viag torn reclus estranh nutr fort car frod parent torn protagon tod sag anel fim doi prim capítul princip segund d sociedad anel tud esmiuç leit sab aguard hobbit part ent jorn long dur sombr livr começ mesm peg narr juvenil anteces pouc vai ganh are sombri dramá trist algum moment send intensific narr grand destaqu dest prim obr sag gandalf am mag assum papel import hobbit líd gui conduz acim tud ensin apes frequ sumiç muit vez inesper tom si cert protagon poi calm sabed pod emocion cativ qualqu leit velh mag cinzent mai coadjuv histór literat modern ali tod qual bom hum inconfund aparec moment cert sens patern surg moment tens outr person divid import espec aragorn filh arathorn leu ler sociedad anel sempr irá mencion patern local apropri hom sábi fort coraj complex raç lug lend associ descr extrem detalh tolkien faz leit torn cans algum moment espec fantas habitu tamanh minúc descr local ond histór vai desenrol ating roch raíz árvor folh plant sol tud parec ter orig lend vez relat dezen cançã poem permanec rim musical portugu graç louv trabalh tradu lenit rímol estev almir pisett edit martim font leit cans enfadonh excess descr faz acim tud leit mín noç tamanh criat original autor aument aind encant hobbit elf hom anõ mag orc troll tud mist nad confund habil tolkien singul contempl únic sid conceb sociedad anel desfech marc ger imens expect part seguint dua torr afinal cont miss propost iníci long acab tolkien aind surpreend emocion
477,"Difícil falar.
Mas uma coisa que li em algum lugar e é a mais pura verdade, eh que o mundo pode ser dividido entre os que leram O Hobbit e o Senhor dos Anéis e os que não leram. Depois de ler você vai pra um lugar de onde não quer mais sair. Tão grandioso quanto o mais alto prédio é tão vasto quanto a mais volumosa enciclopédia. Ter Tolkien é uma experiência enriquecedora e apesar de ser um desafio é muito recompensante. Um Senhor livro para o Senhor dos Anéis.
Retorno esse ano ainda a Terra Média pra ler as Duas Torres. Até lá meu coração aguarda.",5,difícil fal cois li algum lug pur verdad eh mund pod divid ler hobbit senh anel ler ler vai pra lug ond qu sair tão grandi quant alt prédi tão vast quant volum enciclopéd ter tolkien experi enriquec apes desafi recompens senh livr senh anel retorn ano aind terr méd pra ler dua torr lá coraçã aguard
478,"FANTÁSTICO!
Bem, fazer uma resenha desse livro é um tanto quanto complicado, pois afinal quem em pleno século 21, não tenha ouvido se quer falar de Senhor dos Anéis, seja através dos filmes, livros. Além disso, o universo criado por Tolkien, é simplesmente imenso, cheio de nomenclaturas, raças, paisagens, filosofia, política. Essa é a segunda vez que estou lendo, portanto, uma releitura, e simplesmente o que tenho a dizer é: Nunca perde a magia. Lê-se mil vezes, e as mil vezes serão mágicas.

Três anéis para os Reis-Elfos sob este céu,
Sete para os Senhores- Anões em seus rochosos corredores,
Nove para Homens Mortais, fadados ao eterno sono,
Um para o Senhor do Escuro em seu escuro trono
Na Terra de Mordor onde as Sombras se deitam.
Um anel para a todos governar,
Um anel para encontrá-los,
Um anel para a todos trazer e na escuridão aprisioná-los
Na Terra de Mordor onde as sombras se deitam.



Na jornada no primeiro livro, a sociedade atravessa florestas, montanhas, minas nas profundezas da terra onde encontram muitos perigos, atravessam a terra de Lothlórien onde conhecem a Galadriel e por fim desembocam nas Cataratas de Emyr Muil, onde a Sociedade se desfaz. Os perigos são muitos, mas eles têm que vencer o Inimigo, O Senhor do Escuro, e destruir o anel no fogo das Montanhas da Perdição. É claro que essa jornada ainda está longe de terminar.",5,fant bem faz resenh dess livr tant quant complic poi afinal plen sécul ouv qu fal senh anel através film livr além diss univers cri tolkien simples imens chei nomenclat raç pais filosof polít segund vez lend portant releit simples diz nunc perd mag mil vez mil vez mágic trê anel sob céu set anõ roch corr nov hom mort fad etern son senh escur escur tron terr mord ond sombr deit anel tod govern anel anel tod traz escur terr mord ond sombr deit jorn prim livr sociedad atravess florest montanh min profund terr ond encontr muit perig atravess terr lothlórien ond conhec galadriel fim desemboc catarat emyr muil ond sociedad desfaz perig muit têm venc inimig senh escur destru anel fog montanh perd clar jorn aind long termin
479,"Muito amor...
Aquela releitura que reafirma seu amor pela Terra Média. Dá até um ""quentinho"" no peito. ??",5,am releit reafirm am terr méd dá quent peit
480,"Demora pra engrenar mas vale a pena
Até os hobbits chegarem em Bri tanto a leitura quanto as aventuras que eles passaram eram monótonas e chatas. Quase desisti de ler o livro. Mas quando encontraram Passolargo tudo mudou. E isso me fez ler os outros livros. Valeu a pena passar por este monotonismo.",3,dem pra engren val pen hobbit cheg bri tant leit quant avent pass monóton chat quas desist ler livr encontr passolarg tud mud fez ler outr livr val pen pass monoton
481,"É tudo o que dizem, pode acreditar
O livro que demorei anos pra começar a ler e vários dias para terminar... O único problema que eu encontrei realmente em a Sociedade do Anel é que, ou eu não estava acostumada com esse ritmo de leitura ou, o que provavelmente aconteceu, as viagens do hobbits eram demoradas até demais. Amei os detalhes, os personagens (Aragorn amorzinho), os diálogos, e até a canções/poemas. Só não é um livro completo por ser o número um da trilogia (apesar de inicialmente serem um só). Tolkin escreve muito bem fantasia, é um mundo mágico daqueles que eu gostaria de morar; não sei quantas vezes sonhei com o Condado!
Obs.: Não olhem o filme até terem lido o primeiro capítulo do segundo livro, de nada.",3,tud diz pod acredit livr demor ano pra começ ler vári dia termin únic problem encontr real sociedad anel acostum ritm leit prova acontec viag hobbit demor demal ame detalh person aragorn am diálog livr complet númer trilog apes inic ser tolkin escrev bem fantas mund mágic daquel gost mor sei quant vez sonh cond ob olh film ter lid prim capítul segund livr nad
482,"Não tem como não amar!
Acredito que todos que gostam de fantasia, aventura, livros com mistérios e ainda mais quem goste de Tolkien não tem como não gostar deste livro que na verdade e uma trilogia mas esse primeiro livro já foi sensacional, uma entrada bem profunda nesta aventura do senhor dos anéis criada pelo Tolkien de uma forma linda de se ler, uma escrita super fácil e gostosa, minha primeira experiencia lendo Tolkien e já adorei e quando eu tiver um tempo pretendo pegar o segundo volume.
Post completo no blog em breve!

site: https://aliteraturanasuavidablog.wordpress.com/2017/04/04/a-sociedade-do-anel-1-j-r-r-tolkien/",5,am acredit tod gost fantas avent livr mistéri aind gost tolkien gost dest livr verdad trilog prim livr sensac entr bem profund nest avent senh anel cri tolkien form lind ler escrit sup fácil gost prim experienc lend tolkien ador temp pret peg segund volum post complet blog brev sit http
483,"Fantástico!
Independente de genêro é o melhor livro que li.",5,fant independ genêr melhor livr li
484,"https://goo.gl/OwsKNB
Eu não conheço metade de vocês como gostaria e gosto de menos da metade de vocês a metade do que vocês merecem.

Eu li O Senhor dos Anéis pela primeira vez quando tinha 14 anos. Hoje, com 25, resolvi reler pois quero ler Silmarillion e mais outros livros de Tolkien. Fiquei imaginando como seria essa releitura depois de tantos anos. Sabe o que é legal? Continua sendo incrível! E acho até que mais incrível que da primeira vez, pois eu lembro que demorei bastante e achei a leitura super difícil. Agora, só estou achando maravilhosamente boa.

Tolkien sabe como fazer uma bela descrição, não é mesmo? Eu realmente fico sem palavras quando tento descrever como é a experiência de leitura desse clássico da fantasia.

Não é nossa função aqui fazer planos que só durem uma estação, ou algumas vidas dos homens, ou uma era passageira do mundo. Devemos buscar um fim definitivo para essa ameaça, mesmo que não tenhamos esperança de alcançar tal objetivo.

Acho que depois de finalizar a leitura da trilogia, vou assistir os filmes novamente. Eles são uma obra-prima também. Pra quem gosta de fantasia, O Senhor dos Anéis é indispensável. A Terra Média é incrível, e você consegue visualizá-la com todos os mínimos detalhes. É uma leitura muito prazerosa.

Não acho que eu precise dar detalhes aqui da história, é de conhecimento geral do que se trata a saga épica. Então, quero destacar como gosto do modo que Tolkien descreve Elrond. E como Sam desde o início é um personagem tão forte e querido! Enfrenta todos seus medos pra ajudar os amigos. Amo muito os hobbits e os elfos.

Vamos, então, para As Duas Torres!!!

Um Anel para a todos governar|Um Anel para encontrá-los|Um Anel para a todos trazer e na escuridão aprisioná-los|Na Terra de Mordor onde as Sombras se deitam.

site: https://goo.gl/OwsKNB",5,http conheç metad gost gost menos metad metad li senh anel prim vez ano hoj resolv rel poi quer ler silmarillion outr livr tolkien fiq imagin releit tant ano sab legal continu send incr ach incr prim vez poi lembr demor bast ach leit sup difícil agor ach maravilhos boa tolkien sab faz bel descr real fic palavr tent descrev experi leit dess cláss fantas funç aqu faz plan dur estaçã algum vid hom passag mund dev busc fim defini ameaç esperanç alcanç tal ach final leit trilog vou assist film nov pra gost fantas senh anel indispens terr méd incr conseg tod mín detalh leit prazer ach precis dar detalh aqu histór conhec geral trat sag épic ent quer destac gost mod tolkien descrev elrond sam desd iníci person tão fort quer enfrent tod med pra ajud amig amo hobbit elf vam ent dua torr anel tod anel anel tod traz escur terr mord ond sombr sit http
485,Impossível terminar sem querer iniciar o próximo imediatamente!,5,imposs termin quer inici próx imediat
486,"Épico, de tirar o fôlego
A primeira parte da grande caminhada na Terra Média com destino incerto e melancolicamente terrível desperta um misto de coragem, medo, nostalgia, aventura e inspira lealdade, companheirismo e honra, a passagem pelos locais mais diversos e espetaculares na trila para montanha da perdição nos faz viajar muito longe na imaginação e acompanhar as aflições, alegrias, apreensão e todos os mais diversos sentimentos que a sociedade experimenta nesta jornada.",5,épic tir fôleg prim part grand caminh terr méd destin incert melancolic terr despert mist corag med nostalg avent insp lealdad companheir honr pass local divers espetacul tril montanh perd faz viaj long imagin acompanh afl alegr apreens tod divers sent sociedad experiment nest jorn
487,"O Senhor da Fantasia
Relendo esse livro pela quarta vez em quatro anos, tenho a certeza de que John Ronald Reuel Tolkien não foi apenas um dos maiores e mais imaginativos autores do século XX, e talvez da história da literatura Ocidental, mas um dos maiores filósofos, eruditos e capazes. Da vida pacata dos hobbits do Condado à glória e majestade da Senhora Élfica de Lothlórien, John conduz o que só pode ser comparado às eddas nórdicas e às epopeias gregas.
É um livro que exige muito do leitos em termos de concentração e imaginação, com muitas e às vezes maçantes referências à geografia dos lugares que aparecem na trama. Às vezes é preciso dar uma respirada no meio da leitura e ir fazer alguma outra coisa, é verdade. Mas, ainda assim, quando visto como um todo, A Sociedade do Anel, bem como os demais livros da trilogia merecem ser lidos, devem ser lidos por todos aqueles que são amantes da fantasia e da magia de Camelot, Atlantis, da Grécia Antiga, e dos Vikings de outrora. Em termos de alta fantasia, há apenas um senhor: O Senhor dos Anéis.",5,senh fantas rel livr quart vez quatr ano cert john ronald reuel tolkien apen mai imagin autor sécul xx talv histór literat ocident mai filósof erudit capaz vid pacat hobbit cond glór majestad senh élfic lothlórien john conduz pod compar edd nórd epope greg livr exig leit term concentr imagin muit vez maç refer geograf lug aparec tram vez precis dar respir mei leit ir faz algum outr cois verdad aind assim vist tod sociedad anel bem demal livr trilog merec lid dev lid tod am fantas mag camelot atlantil gréc antig viking outr term alt fantas apen senh senh anel
488,"Depois de muitas tentativas, idas e vindas, consegui finalmente concluir o primeiro livro da trilogia, e posso dizer que é um livro fantástico, que te faz embarcar completamente nesta história genial criada por Tolkien.

Quando eu li o capítulo ""a sombra do passado"" me apaixonei pela história do anel e a partir de então, não consegui mais parar de ler, pois este capítulo dá um breve resumo de toda a história, desde a criação do anel por Sauron até os acontecimentos do livro O Hobbit e de como o anel parou nas mãos do Bilbo.

Já havia lido O Hobbit, mas a sociedade do anel me deixou realmente impressionada com a mente criativa do Tolkien e a maneira em que ele construía os personagens, os povos e as criaturas da história, além de criar idiomas para cada povo, sem contar nas canções lindas que são cantadas pelos personagens. A descrição da cultura dos elfos e de suas moradias me deixaram encantada. As paisagens de Lórien, as canções escritas pelo povo élfico... conforme Tolkien ia narrando, eu ficava ansiada em conhecer suas moradias... me identifiquei muito com o Sam por isso, porque eu também adorei tudo que envolvia os elfos rs.

Recomendo muito a leitura do livro, pois o livro tem muita aventura e fantasia, sem contar nos personagens que realmente nos cativa. Por mais que algumas passagens do livro seja muito descritiva, e muitas vezes desnecessária, a leitura vale muito a pena.",4,muit tent ida vind consegu final conclu prim livr trilog poss diz livr fant faz embarc complet nest histór gen cri tolkien li capítul sombr pass apaixon histór anel part ent consegu par ler poi capítul dá brev resum tod histór desd cri anel sauron acontec livr hobbit anel par mão bilb hav lid hobbit sociedad anel deix real impression ment cria tolkien man constru person pov criat histór além cri idiom cad pov cont cançã lind cant person descr cult elf morad deix encant pais lórien cançã escrit pov élfic conform tolkien ia narr fic ansi conhec morad identifiq sam porqu ador tud envolv elf rs recom leit livr poi livr muit avent fantas cont person real cativ algum pass livr descri muit vez desnecessár leit val pen
489,"Eu li - A Sociedade do Anel
Frodo, um simples hobbit do Condado, adquire uma difícil e perigosa missão: destruir o Um Anel; o anel que é capaz de dominar tudo e a todos. Com ajuda de seus amigos (daí a sociedade), ele terá que atravessar a Terra Média e levar o anel até as profundezas de Mordor, pois só assim ele poderá ser destruído. Sauron, o Senhor do Escuro e criador dos anéis do poder, percebe que seu poderoso anel ainda existe e fará de tudo para tentar recuperá-lo.

site: http://vicioseliteratura.blogspot.com.br/2013/12/trilogia-o-senhor-dos-aneis.html",5,li sociedad anel frod simpl hobbit cond adquir difícil perig miss destru anel anel capaz domin tud tod ajud amig daí sociedad atravess terr méd lev anel profund mord poi assim pod destru sauron senh escur cri anel pod perceb poder anel aind exist far tud tent sit http
